1.900,2.440,speaker_0
4.220,5.400,speaker_1
6.940,8.360,speaker_1
8.700,10.600,speaker_1
10.940,11.320,speaker_1
12.060,12.760,speaker_0
13.740,15.720,speaker_0
15.980,17.000,speaker_0
17.740,20.920,speaker_0
21.660,23.320,speaker_0
26.300,29.400,speaker_1
29.900,30.440,speaker_0
31.100,32.280,speaker_1
33.340,33.560,speaker_0
33.900,36.520,speaker_0
37.020,37.160,speaker_1
37.580,38.040,speaker_0
38.540,39.320,speaker_0
41.340,43.640,speaker_1
44.860,46.040,speaker_0
46.300,47.320,speaker_0
47.980,50.520,speaker_1
51.820,51.960,speaker_0
52.540,52.760,speaker_0
53.340,53.800,speaker_0
54.060,56.120,speaker_0
56.380,57.160,speaker_0
58.540,60.760,speaker_1
62.220,62.600,speaker_0
62.940,64.360,speaker_0
65.820,66.920,speaker_1
69.180,69.560,speaker_0
69.900,72.440,speaker_1
73.100,74.840,speaker_0
76.220,76.680,speaker_1
76.940,79.800,speaker_1
80.540,81.240,speaker_0
81.500,82.120,speaker_0
82.940,83.800,speaker_0
84.220,84.520,speaker_0
84.780,85.000,speaker_0
85.740,85.960,speaker_0
86.300,86.680,speaker_0
86.940,87.080,speaker_0
88.220,89.560,speaker_0
90.380,90.840,speaker_1
91.100,93.320,speaker_1
94.700,96.120,speaker_0
96.460,97.960,speaker_1
98.860,99.720,speaker_0
99.980,101.160,speaker_0
102.140,103.240,speaker_1
104.220,104.440,speaker_0
104.700,106.040,speaker_0
107.020,109.000,speaker_1
109.660,110.840,speaker_0
112.060,112.680,speaker_1
112.940,113.080,speaker_1
113.340,117.240,speaker_1
117.660,118.840,speaker_0
119.100,122.040,speaker_0
122.380,123.080,speaker_0
123.420,124.680,speaker_1
125.580,127.080,speaker_0
128.540,129.000,speaker_1
129.340,130.760,speaker_1
131.260,133.560,speaker_1
134.300,137.800,speaker_1
138.940,139.080,speaker_0
142.460,143.800,speaker_0
144.140,144.360,speaker_0
144.620,145.720,speaker_0
145.980,146.200,speaker_0
146.540,147.160,speaker_0
148.700,150.440,speaker_1
150.940,158.120,speaker_1
158.620,163.400,speaker_0
164.620,168.440,speaker_0
168.700,169.560,speaker_0
169.820,170.680,speaker_0
171.740,171.880,speaker_0
172.140,174.760,speaker_0
175.580,177.960,speaker_0
178.300,182.440,speaker_0
183.020,185.480,speaker_1
186.780,187.000,speaker_0
187.260,187.400,speaker_0
188.460,189.960,speaker_1
190.380,190.920,speaker_1
191.180,191.800,speaker_1
192.780,193.880,speaker_0
195.580,197.160,speaker_1
198.060,199.080,speaker_0
200.700,202.760,speaker_1
203.500,203.880,speaker_0
204.220,204.440,speaker_0
204.940,206.140,speaker_0
206.140,208.280,speaker_1
209.500,209.960,speaker_0
212.300,217.560,speaker_1
218.380,218.600,speaker_0
218.860,223.640,speaker_1
223.980,224.600,speaker_0
226.220,228.520,speaker_1
228.860,230.040,speaker_1
230.300,230.920,speaker_0
231.980,235.400,speaker_1
237.020,238.120,speaker_0
238.620,238.760,speaker_0
239.020,241.320,speaker_0
241.320,241.640,speaker_1
242.060,243.400,speaker_1
244.220,244.440,speaker_0
245.260,247.240,speaker_1
247.980,248.280,speaker_0
248.540,249.160,speaker_0
249.420,249.560,speaker_0
249.900,250.280,speaker_0
250.540,250.760,speaker_0
251.980,253.400,speaker_0
253.900,257.640,speaker_1
260.060,260.840,speaker_0
262.220,264.360,speaker_1
269.340,270.520,speaker_0
271.340,272.040,speaker_0
272.620,273.160,speaker_1
273.660,273.800,speaker_1
274.060,277.000,speaker_1
277.900,278.360,speaker_1
279.260,279.720,speaker_0
280.220,280.520,speaker_0
281.180,281.560,speaker_1
282.220,282.680,speaker_0
284.620,285.160,speaker_1
285.900,286.120,speaker_1
287.100,288.760,speaker_1
290.300,290.920,speaker_0
291.180,291.480,speaker_0
293.660,295.240,speaker_1
296.860,298.200,speaker_0
299.340,300.760,speaker_1
301.420,301.880,speaker_0
304.140,306.280,speaker_1
306.700,306.840,speaker_0
307.340,307.880,speaker_0
308.380,309.000,speaker_1
310.060,310.440,speaker_0
310.700,310.920,speaker_0
