0.060,0.200,speaker_1
0.460,0.920,speaker_1
1.180,1.960,speaker_1
2.540,2.680,speaker_0
2.940,4.440,speaker_0
6.140,7.960,speaker_0
8.540,10.040,speaker_0
10.940,11.240,speaker_1
11.500,12.040,speaker_1
13.580,13.720,speaker_1
14.140,14.280,speaker_1
14.860,16.600,speaker_1
16.860,18.440,speaker_1
19.020,20.440,speaker_1
20.700,21.320,speaker_0
22.300,23.800,speaker_1
24.060,25.320,speaker_1
25.660,28.680,speaker_0
28.940,29.880,speaker_0
30.860,31.000,speaker_1
32.220,34.360,speaker_1
34.700,37.080,speaker_1
37.420,37.720,speaker_1
39.820,39.960,speaker_1
40.540,41.640,speaker_1
41.900,44.680,speaker_1
45.500,46.040,speaker_1
46.300,46.920,speaker_1
47.980,48.440,speaker_0
48.940,51.880,speaker_0
53.580,55.160,speaker_1
55.900,57.640,speaker_1
57.900,58.440,speaker_1
59.260,60.120,speaker_1
60.860,61.080,speaker_1
61.340,61.640,speaker_1
62.780,63.080,speaker_1
63.500,64.200,speaker_1
64.780,65.160,speaker_1
65.900,66.120,speaker_1
66.380,67.480,speaker_1
68.540,68.680,speaker_1
69.260,70.120,speaker_1
70.540,71.080,speaker_1
71.580,72.360,speaker_1
72.940,73.640,speaker_1
73.900,74.920,speaker_1
75.420,75.640,speaker_1
76.060,77.640,speaker_1
78.380,79.480,speaker_0
79.740,80.040,speaker_0
80.380,80.520,speaker_0
80.780,81.400,speaker_0
82.540,84.760,speaker_1
85.580,86.360,speaker_0
86.620,87.160,speaker_0
88.060,88.200,speaker_0
88.540,90.120,speaker_1
91.900,95.880,speaker_0
97.340,98.040,speaker_1
98.380,100.200,speaker_1
100.780,101.480,speaker_1
102.940,105.240,speaker_1
105.980,109.800,speaker_0
110.220,111.160,speaker_0
111.420,111.720,speaker_0
112.060,114.760,speaker_0
115.100,117.080,speaker_0
117.420,118.120,speaker_0
118.780,119.560,speaker_0
120.140,121.480,speaker_0
122.460,123.080,speaker_1
124.620,125.320,speaker_0
125.820,126.280,speaker_0
127.500,127.640,speaker_0
128.700,132.120,speaker_1
132.380,133.780,speaker_1
133.780,135.960,speaker_0
137.340,137.560,speaker_1
138.220,139.640,speaker_1
140.140,141.080,speaker_1
141.420,143.560,speaker_1
143.980,145.640,speaker_1
145.980,147.560,speaker_0
147.820,151.000,speaker_0
152.140,152.280,speaker_1
153.260,157.400,speaker_0
158.620,159.320,speaker_1
160.220,163.560,speaker_0
164.060,165.000,speaker_1
166.140,166.440,speaker_0
166.860,169.640,speaker_0
170.860,171.000,speaker_0
171.820,172.360,speaker_1
173.100,173.480,speaker_1
174.060,174.280,speaker_1
174.780,178.580,speaker_1
178.580,179.160,speaker_0
179.660,180.680,speaker_1
181.180,184.360,speaker_1
185.020,185.160,speaker_1
186.780,188.520,speaker_1
189.100,190.040,speaker_1
190.620,191.080,speaker_1
191.500,191.640,speaker_1
192.460,192.840,speaker_0
193.180,194.600,speaker_0
195.820,196.840,speaker_1
197.180,197.320,speaker_1
197.900,198.600,speaker_1
198.860,201.000,speaker_1
201.340,202.760,speaker_0
204.380,204.600,speaker_1
204.860,205.240,speaker_1
206.540,207.400,speaker_1
208.540,209.640,speaker_1
209.980,210.280,speaker_1
210.540,210.760,speaker_1
211.580,212.680,speaker_1
213.180,214.360,speaker_1
214.860,215.320,speaker_1
215.660,216.280,speaker_1
216.540,219.320,speaker_1
220.140,222.440,speaker_1
223.260,224.840,speaker_0
226.700,226.840,speaker_1
227.980,228.120,speaker_1
229.660,237.080,speaker_1
238.140,239.480,speaker_0
239.740,243.720,speaker_0
245.340,248.280,speaker_1
248.620,249.960,speaker_1
250.220,250.840,speaker_1
251.180,253.400,speaker_1
253.900,254.360,speaker_1
255.980,256.680,speaker_1
256.940,257.080,speaker_1
257.340,260.280,speaker_1
260.540,263.160,speaker_1
263.980,264.520,speaker_1
265.980,267.320,speaker_0
268.220,269.960,speaker_1
270.300,272.200,speaker_1
272.620,273.080,speaker_0
273.740,277.400,speaker_0
278.940,279.320,speaker_1
279.900,280.360,speaker_0
281.500,282.840,speaker_1
283.100,284.680,speaker_1
284.940,285.400,speaker_1
286.700,287.240,speaker_1
289.580,291.720,speaker_0
293.180,293.400,speaker_1
294.220,295.000,speaker_1
295.420,296.440,speaker_1
297.020,298.420,speaker_1
298.420,299.320,speaker_0
300.860,301.640,speaker_1
301.980,302.600,speaker_1
303.260,306.760,speaker_0
307.340,309.080,speaker_0
309.820,311.880,speaker_1
312.140,312.680,speaker_1
313.900,314.840,speaker_1
316.140,317.320,speaker_1
317.820,319.240,speaker_1
319.580,320.360,speaker_0
320.700,321.160,speaker_0
322.860,323.480,speaker_1
325.740,326.680,speaker_1
328.060,330.440,speaker_1
330.780,331.720,speaker_1
331.980,333.720,speaker_1
334.780,335.160,speaker_0
335.660,336.040,speaker_0
336.380,340.520,speaker_0
341.100,341.600,speaker_1
341.600,341.960,speaker_0
342.780,344.280,speaker_1
344.620,344.920,speaker_1
345.260,347.960,speaker_1
349.260,351.080,speaker_1
352.620,353.800,speaker_1
354.780,356.200,speaker_1
356.620,356.760,speaker_0
357.180,362.600,speaker_0
363.580,363.880,speaker_1
364.380,365.880,speaker_1
367.180,367.960,speaker_1
368.700,369.960,speaker_1
370.620,371.320,speaker_1
371.740,373.000,speaker_0
373.980,374.600,speaker_0
374.860,376.760,speaker_0
377.580,378.280,speaker_1
380.220,380.600,speaker_0
381.020,381.880,speaker_0
382.220,385.080,speaker_0
385.900,386.600,speaker_1
387.980,388.920,speaker_1
389.260,389.640,speaker_1
390.220,390.680,speaker_0
391.500,393.400,speaker_1
394.060,396.200,speaker_0
397.260,399.000,speaker_1
399.420,402.120,speaker_0
402.860,404.520,speaker_1
405.580,406.520,speaker_1
406.860,407.640,speaker_1
407.980,408.440,speaker_1
408.700,410.120,speaker_1
411.020,411.960,speaker_0
412.220,412.520,speaker_0
412.860,416.600,speaker_1
416.860,418.520,speaker_1
419.260,419.480,speaker_0
420.940,423.960,speaker_0
425.420,425.960,speaker_1
427.100,428.680,speaker_1
429.100,429.320,speaker_1
430.460,430.760,speaker_1
431.580,433.560,speaker_1
434.140,434.840,speaker_1
435.260,435.560,speaker_1
436.780,438.780,speaker_1
